date,state,township,admin3_pcode,reporting_organization,implementing_partner,activity,beneficiaries,new_beneficiaries
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",223,223
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",122,122
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",148,148
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",156,156
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",101,101
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",68,68
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",72,72
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",297,297
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",245,245
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",2,0
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",61,61
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",112,112
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",141,141
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",30,30
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",194,194
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",518,518
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",19,19
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",6,6
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",41,41
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",221,221
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",115,115
2022-03-01,Mon,Paung,MMR011008,org_8415,org_7002,"crop, vegetable and seed kits",98,0
2022-03-01,Kayin,Kawkareik,MMR003006,org_8415,org_6130,"crop, vegetable and seed kits",344,344
2022-03-01,Kayin,Kawkareik,MMR003006,org_8415,org_6130,"crop, vegetable and seed kits",191,191
2022-03-01,Kayin,Kawkareik,MMR003006,org_8415,org_6130,"crop, vegetable and seed kits",149,0
2022-03-01,Kayin,Kawkareik,MMR003006,org_8415,org_6130,"crop, vegetable and seed kits",425,0
2022-03-01,Kayin,Kawkareik,MMR003006,org_8415,org_6130,"crop, vegetable and seed kits",219,0
2022-03-01,Kayin,Kyainseikgyi,MMR003007,org_8415,org_7002,"crop, vegetable and seed kits",153,153
2022-03-01,Kayin,Kyainseikgyi,MMR003007,org_8415,org_7002,"crop, vegetable and seed kits",367,367
2022-03-01,Kayin,Kyainseikgyi,MMR003007,org_8415,org_7002,"crop, vegetable and seed kits",112,0
2022-03-01,Kayin,Kyainseikgyi,MMR003007,org_8415,org_7002,"crop, vegetable and seed kits",363,363
2022-03-01,Kayin,Kyainseikgyi,MMR003007,org_8415,org_7002,"crop, vegetable and seed kits",172,0
2022-03-01,Kayin,Kyainseikgyi,MMR003007,org_8415,org_7002,"crop, vegetable and seed kits",223,223
2022-03-01,Kayah,Demoso,MMR002002,org_8415,org_6130,"crop, vegetable and seed kits",389,0
2022-03-01,Kayah,Demoso,MMR002002,org_8415,org_6130,"crop, vegetable and seed kits",1295,0
2022-03-01,Kayah,Demoso,MMR002002,org_8415,org_6130,"crop, vegetable and seed kits",819,819
2022-03-01,Kayah,Demoso,MMR002002,org_8415,org_6130,"crop, vegetable and seed kits",319,0
2022-03-01,Kayah,Demoso,MMR002002,org_8415,org_6130,"crop, vegetable and seed kits",5,0
2022-03-01,Kayah,Demoso,MMR002002,org_8415,org_6130,"crop, vegetable and seed kits",593,0
2022-03-01,Kayah,Demoso,MMR002002,org_8415,org_6130,"crop, vegetable and seed kits",300,0
2022-03-01,Kayah,Demoso,MMR002002,org_8415,org_6130,"crop, vegetable and seed kits",507,0
2022-03-01,Kayah,Demoso,MMR002002,org_8415,org_6130,"crop, vegetable and seed kits",171,0
2022-03-01,Kayah,Demoso,MMR002002,org_8415,org_6130,"crop, vegetable and seed kits",458,0
2022-03-01,Kayah,Demoso,MMR002002,org_8415,org_6130,"crop, vegetable and seed kits",701,0
2022-03-01,Kayah,Hpruso,MMR002003,org_8415,org_6130,"crop, vegetable and seed kits",486,0
2022-03-01,Kayah,Hpruso,MMR002003,org_8415,org_6130,"crop, vegetable and seed kits",273,0
2022-03-01,Kayah,Hpruso,MMR002003,org_8415,org_6130,"crop, vegetable and seed kits",272,0
2022-03-01,Kayah,Hpruso,MMR002003,org_8415,org_6130,"crop, vegetable and seed kits",441,0
2022-03-01,Kayah,Hpruso,MMR002003,org_8415,org_6130,"crop, vegetable and seed kits",237,0
2022-03-01,Kayah,Hpruso,MMR002003,org_8415,org_6130,"crop, vegetable and seed kits",362,0
2022-03-01,Kayah,Hpruso,MMR002003,org_8415,org_6130,"crop, vegetable and seed kits",405,0
2022-03-01,Kayah,Hpruso,MMR002003,org_8415,org_6130,"crop, vegetable and seed kits",833,0
2022-03-01,Kayah,Hpruso,MMR002003,org_8415,org_6130,"crop, vegetable and seed kits",6,0
2022-03-01,Kayah,Hpruso,MMR002003,org_8415,org_6130,"crop, vegetable and seed kits",740,740
2022-01-01,Rakhine,Sittwe,MMR012001,org_9761,org_9761,food distribution,160,160
2022-01-01,Rakhine,Sittwe,MMR012001,org_9761,org_9761,food distribution,148,148
2022-01-01,Rakhine,Sittwe,MMR012001,org_9761,org_9761,food distribution,292,0
2022-01-01,Rakhine,Sittwe,MMR012001,org_9761,org_9761,food distribution,440,0
2022-01-01,Rakhine,Maungdaw,MMR012009,org_7970,org_7970,vocational training,54,0
2022-01-01,Rakhine,Maungdaw,MMR012009,org_7970,org_7970,vocational training,108,0
2022-01-01,Rakhine,Sittwe,MMR012001,org_7970,org_7970,vocational training,134,0
2022-02-01,Tanintharyi,Yebyu,MMR006004,org_7970,org_7970,vocational training,81,81
2022-02-01,Bago (East),Kyaukkyi,MMR007011,org_7970,org_7970,vocational training,25,25
2022-02-01,Kayin,Hlaingbwe,MMR003002,org_7970,org_7970,vocational training,18,18
2022-03-01,Kayin,Kawkareik,MMR003006,org_7970,org_7970,vocational training,104,104
2022-03-01,Bago (East),Kyaukkyi,MMR007011,org_7970,org_7970,vocational training,32,32
2022-01-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,3,0
2022-01-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,3,0
2022-01-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,3,0
2022-01-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,2,0
2022-01-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,2,0
2022-01-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,3,0
2022-01-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,2,0
2022-01-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,3,0
2022-01-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,2,0
2022-01-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,3,0
2022-01-01,Shan (South),Ywangan,MMR014007,org_1538,org_1538,vocational training,2,0
2022-01-01,Shan (South),Ywangan,MMR014007,org_1538,org_1538,vocational training,2,0
2022-02-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-03-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,vocational training,25,0
2022-02-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,FFS and farmer training,25,0
2022-02-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,FFS and farmer training,25,0
2022-02-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,FFS and farmer training,25,0
2022-02-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,FFS and farmer training,25,0
2022-02-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,FFS and farmer training,25,0
2022-02-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,FFS and farmer training,25,0
2022-03-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,FFS and farmer training,25,0
2022-03-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,FFS and farmer training,25,0
2022-03-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,FFS and farmer training,25,0
2022-03-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,FFS and farmer training,25,0
2022-03-01,Shan (South),Pindaya,MMR014006,org_1538,org_2461,FFS and farmer training,25,0
2022-03-01,Shan (South),Ywangan,MMR014007,org_1538,org_2461,FFS and farmer training,25,0
2022-03-01,Kachin,Bhamo,MMR001010,org_1538,org_1538,vocational training,4,0
2022-03-01,Kachin,Bhamo,MMR001010,org_1538,org_1538,vocational training,10,0
2022-03-01,Kachin,Bhamo,MMR001010,org_1538,org_1538,vocational training,18,0
2022-03-01,Kachin,Mansi,MMR001013,org_1538,org_1538,vocational training,7,0
2022-03-01,Kachin,Mansi,MMR001013,org_1538,org_1538,vocational training,8,0
2022-03-01,Kachin,Momauk,MMR001012,org_1538,org_1538,vocational training,6,0
2022-03-01,Kachin,Shwegu,MMR001011,org_1538,org_1538,vocational training,2,0
2022-03-01,Kachin,Bhamo,MMR001010,org_1538,org_1538,vocational training,2,0
2022-03-01,Kachin,Mansi,MMR001013,org_1538,org_1538,vocational training,1,0
2022-03-01,Kachin,Mansi,MMR001013,org_1538,org_1538,vocational training,1,0
2022-03-01,Kachin,Mansi,MMR001013,org_1538,org_1538,vocational training,1,0
2022-03-01,Kachin,Mansi,MMR001013,org_1538,org_1538,vocational training,1,0
2022-03-01,Kachin,Momauk,MMR001012,org_1538,org_1538,vocational training,2,0
2022-03-01,Kachin,Shwegu,MMR001011,org_1538,org_1538,vocational training,4,0
2022-02-01,Kachin,Bhamo,MMR001010,org_1538,org_1538,IGA and small grants,1,1
2022-02-01,Kachin,Bhamo,MMR001010,org_1538,org_1538,IGA and small grants,1,0
2022-02-01,Kachin,Bhamo,MMR001010,org_1538,org_1538,IGA and small grants,2,0
2022-02-01,Kachin,Bhamo,MMR001010,org_1538,org_1538,IGA and small grants,1,0
2022-02-01,Kachin,Bhamo,MMR001010,org_1538,org_1538,IGA and small grants,1,0
2022-02-01,Kachin,Bhamo,MMR001010,org_1538,org_1538,IGA and small grants,1,0
2022-02-01,Kachin,Bhamo,MMR001010,org_1538,org_1538,IGA and small grants,1,0
2022-02-01,Kachin,Bhamo,MMR001010,org_1538,org_1538,IGA and small grants,2,0
2022-03-01,Kachin,Mansi,MMR001013,org_1538,org_1538,IGA and small grants,3,0
2022-03-01,Kachin,Momauk,MMR001012,org_1538,org_1538,IGA and small grants,2,0
2022-03-01,Kachin,Momauk,MMR001012,org_1538,org_1538,IGA and small grants,2,2
2022-03-01,Kachin,Momauk,MMR001012,org_1538,org_1538,IGA and small grants,1,0
2022-03-01,Kachin,Momauk,MMR001012,org_1538,org_1538,IGA and small grants,1,0
2022-03-01,Kachin,Momauk,MMR001012,org_1538,org_1538,IGA and small grants,1,0
2022-03-01,Kachin,Momauk,MMR001012,org_1538,org_1538,IGA and small grants,3,0
2022-03-01,Kachin,Shwegu,MMR001011,org_1538,org_1538,IGA and small grants,1,1
2022-03-01,Kachin,Shwegu,MMR001011,org_1538,org_1538,IGA and small grants,1,1
2022-03-01,Kachin,Shwegu,MMR001011,org_1538,org_1538,IGA and small grants,1,1
2022-03-01,Kachin,Shwegu,MMR001011,org_1538,org_1538,IGA and small grants,1,0
2022-03-01,Kachin,Puta-O,MMR001014,org_3422,org_8475,food distribution,493,493
2022-03-01,Kachin,Puta-O,MMR001014,org_3422,org_8475,food distribution,50,50
2022-03-01,Kachin,Puta-O,MMR001014,org_3422,org_8475,food distribution,18,18
2022-01-01,Kachin,Myitkyina,MMR001001,org_6793,org_6793,"crop, vegetable and seed kits",492,492
2022-01-01,Kachin,Myitkyina,MMR001001,org_6793,org_6793,"crop, vegetable and seed kits",321,321
2022-01-01,Kachin,Myitkyina,MMR001001,org_6793,org_6793,"crop, vegetable and seed kits",544,544
2022-01-01,Kachin,Myitkyina,MMR001001,org_6793,org_6793,"crop, vegetable and seed kits",354,354
2022-01-01,Kachin,Myitkyina,MMR001001,org_6793,org_6793,"crop, vegetable and seed kits",290,290
2022-01-01,Kachin,Myitkyina,MMR001001,org_6793,org_6793,"crop, vegetable and seed kits",339,339
2022-01-01,Kachin,Myitkyina,MMR001001,org_6793,org_6793,"crop, vegetable and seed kits",624,624
2022-01-01,Kachin,Myitkyina,MMR001001,org_6793,org_6793,"crop, vegetable and seed kits",654,654
2022-01-01,Kachin,Myitkyina,MMR001001,org_6793,org_6793,"crop, vegetable and seed kits",615,615
2022-01-01,Kachin,Myitkyina,MMR001001,org_6793,org_6793,"crop, vegetable and seed kits",726,726
2022-01-01,Kachin,Waingmaw,MMR001002,org_6793,org_6793,"crop, vegetable and seed kits",605,605
2022-01-01,Kachin,Waingmaw,MMR001002,org_6793,org_6793,"crop, vegetable and seed kits",369,369
2022-01-01,Kachin,Waingmaw,MMR001002,org_6793,org_6793,"crop, vegetable and seed kits",166,0
2022-01-01,Kachin,Waingmaw,MMR001002,org_6793,org_6793,"crop, vegetable and seed kits",165,0
2022-01-01,Kachin,Waingmaw,MMR001002,org_6793,org_6793,"crop, vegetable and seed kits",1694,1694
2022-01-01,Kachin,Waingmaw,MMR001002,org_6793,org_6793,"crop, vegetable and seed kits",1587,1587
2022-01-01,Kachin,Waingmaw,MMR001002,org_6793,org_6793,"crop, vegetable and seed kits",620,620
2022-01-01,Kachin,Waingmaw,MMR001002,org_6793,org_6793,"crop, vegetable and seed kits",660,660
2022-01-01,Kachin,Momauk,MMR001012,org_6793,org_2807,"crop, vegetable and seed kits",334,334
2022-01-01,Kachin,Momauk,MMR001012,org_6793,org_2807,"crop, vegetable and seed kits",346,346
2022-01-01,Kachin,Momauk,MMR001012,org_6793,org_2807,"crop, vegetable and seed kits",287,287
2022-01-01,Kachin,Momauk,MMR001012,org_6793,org_2807,"crop, vegetable and seed kits",270,270
2022-01-01,Kachin,Momauk,MMR001012,org_6793,org_2807,"crop, vegetable and seed kits",344,344
2022-01-01,Kachin,Momauk,MMR001012,org_6793,org_2807,"crop, vegetable and seed kits",119,119
2022-01-01,Kachin,Momauk,MMR001012,org_6793,org_2807,"crop, vegetable and seed kits",150,150
2022-01-01,Kachin,Momauk,MMR001012,org_6793,org_2807,"crop, vegetable and seed kits",139,139
2022-01-01,Kachin,Momauk,MMR001012,org_6793,org_2807,"crop, vegetable and seed kits",137,137
2022-01-01,Kachin,Momauk,MMR001012,org_6793,org_2807,"crop, vegetable and seed kits",982,982
2022-01-01,Kachin,Mansi,MMR001013,org_6793,org_2807,"crop, vegetable and seed kits",251,251
2022-01-01,Kachin,Mansi,MMR001013,org_6793,org_2807,"crop, vegetable and seed kits",222,222
2022-01-01,Kachin,Mansi,MMR001013,org_6793,org_2807,"crop, vegetable and seed kits",769,769
2022-01-01,Kachin,Mansi,MMR001013,org_6793,org_2807,"crop, vegetable and seed kits",288,288
2022-01-01,Kachin,Mansi,MMR001013,org_6793,org_2807,"crop, vegetable and seed kits",210,210
2022-01-01,Kachin,Bhamo,MMR001010,org_6793,org_2807,"crop, vegetable and seed kits",109,109
2022-01-01,Kachin,Bhamo,MMR001010,org_6793,org_2807,"crop, vegetable and seed kits",1289,1289
2022-01-01,Kachin,Bhamo,MMR001010,org_6793,org_2807,"crop, vegetable and seed kits",489,489
2022-01-01,Kachin,Bhamo,MMR001010,org_6793,org_2807,"crop, vegetable and seed kits",151,151
2022-01-01,Kachin,Bhamo,MMR001010,org_6793,org_2807,"crop, vegetable and seed kits",175,175
2022-01-01,Kachin,Bhamo,MMR001010,org_6793,org_2807,"crop, vegetable and seed kits",168,168
2022-01-01,Kachin,Bhamo,MMR001010,org_6793,org_2807,"crop, vegetable and seed kits",36,36
2022-01-01,Kachin,Bhamo,MMR001010,org_6793,org_2807,"crop, vegetable and seed kits",82,82
2022-01-01,Kachin,Bhamo,MMR001010,org_6793,org_2807,"crop, vegetable and seed kits",75,75
2022-01-01,Kachin,Bhamo,MMR001010,org_6793,org_2807,"crop, vegetable and seed kits",73,73
2022-01-01,Kachin,Bhamo,MMR001010,org_6793,org_2807,"crop, vegetable and seed kits",456,456
2022-01-01,Kachin,Bhamo,MMR001010,org_6793,org_2807,"crop, vegetable and seed kits",232,232
2022-01-01,Kachin,Bhamo,MMR001010,org_6793,org_2807,"crop, vegetable and seed kits",356,356
2022-01-01,Kachin,Bhamo,MMR001010,org_6793,org_2807,"crop, vegetable and seed kits",357,357
2022-01-01,Chin,Hakha,MMR004002,org_7298,org_6130,food distribution,68,0
2022-01-01,Chin,Hakha,MMR004002,org_7298,org_6130,food distribution,31,0
2022-01-01,Chin,Hakha,MMR004002,org_7298,org_6130,food distribution,30,0
2022-01-01,Chin,Hakha,MMR004002,org_7298,org_6130,food distribution,101,0
2022-01-01,Chin,Hakha,MMR004002,org_7298,org_6130,food distribution,158,0
2022-01-01,Chin,Hakha,MMR004002,org_7298,org_6130,food distribution,211,211
2022-01-01,Chin,Thantlang,MMR004003,org_7298,org_6130,food distribution,175,0
2022-01-01,Chin,Thantlang,MMR004003,org_7298,org_6130,food distribution,101,0
2022-01-01,Chin,Thantlang,MMR004003,org_7298,org_6130,food distribution,302,302
2022-01-01,Chin,Thantlang,MMR004003,org_7298,org_6130,food distribution,176,176
2022-01-01,Chin,Thantlang,MMR004003,org_7298,org_6130,food distribution,250,0
2022-02-01,Chin,Hakha,MMR004002,org_7298,org_6130,food distribution,77,77
2022-02-01,Chin,Hakha,MMR004002,org_7298,org_6130,food distribution,47,0
2022-02-01,Chin,Hakha,MMR004002,org_7298,org_6130,food distribution,41,41
2022-02-01,Chin,Hakha,MMR004002,org_7298,org_6130,food distribution,139,139
2022-02-01,Chin,Hakha,MMR004002,org_7298,org_6130,food distribution,180,180
2022-02-01,Chin,Hakha,MMR004002,org_7298,org_6130,food distribution,203,0
2022-02-01,Chin,Thantlang,MMR004003,org_7298,org_6130,food distribution,193,193
2022-02-01,Chin,Thantlang,MMR004003,org_7298,org_6130,food distribution,105,105
2022-02-01,Chin,Thantlang,MMR004003,org_7298,org_6130,food distribution,293,0
2022-02-01,Chin,Thantlang,MMR004003,org_7298,org_6130,food distribution,169,0
2022-02-01,Chin,Thantlang,MMR004003,org_7298,org_6130,food distribution,326,326
2022-03-01,Kachin,Mansi,MMR001013,org_9632,org_1065,food distribution,712,712
2022-03-01,Kachin,Mansi,MMR001013,org_9632,org_1065,food distribution,885,885
2022-03-01,Kachin,Mansi,MMR001013,org_9632,org_1065,food distribution,111,0
2022-03-01,Kachin,Mansi,MMR001013,org_9632,org_1065,food distribution,200,200
2022-03-01,Kachin,Mansi,MMR001013,org_9632,org_1065,food distribution,1217,0
2022-03-01,Kachin,Mansi,MMR001013,org_9632,org_1065,food distribution,164,164
2022-03-01,Kachin,Momauk,MMR001012,org_9632,org_1065,food distribution,1267,0
2022-03-01,Kachin,Momauk,MMR001012,org_9632,org_1065,food distribution,104,0
2022-03-01,Kachin,Momauk,MMR001012,org_9632,org_1065,food distribution,2192,0
2022-03-01,Kachin,Momauk,MMR001012,org_9632,org_1065,food distribution,84,0
2022-03-01,Kachin,Momauk,MMR001012,org_9632,org_1065,food distribution,604,604
2022-03-01,Kachin,Mansi,MMR001013,org_9632,org_9632,food distribution,780,780
2022-03-01,Kachin,Bhamo,MMR001010,org_9632,org_9632,food distribution,733,733
2022-03-01,Kachin,Bhamo,MMR001010,org_9632,org_9632,food distribution,300,300
2022-03-01,Kachin,Bhamo,MMR001010,org_9632,org_9632,food distribution,274,0
2022-03-01,Kachin,Bhamo,MMR001010,org_9632,org_9632,food distribution,1176,0
2022-03-01,Kachin,Waingmaw,MMR001002,org_9632,org_9632,food distribution,1503,1503
2022-03-01,Kachin,Waingmaw,MMR001002,org_9632,org_9632,food distribution,217,217
2022-03-01,Kachin,Myitkyina,MMR001001,org_9632,org_9632,food distribution,209,209
2022-03-01,Kachin,Myitkyina,MMR001001,org_9632,org_9632,food distribution,55,55
2022-03-01,Kachin,Myitkyina,MMR001001,org_9632,org_9632,food distribution,997,997
2022-03-01,Kachin,Mogaung,MMR001008,org_9632,org_9632,food distribution,602,602
2022-03-01,Shan (North),Muse,MMR015009,org_9632,org_9632,IGA and small grants,2,0
2022-03-01,Shan (North),Muse,MMR015009,org_9632,org_9632,IGA and small grants,6,0
2022-03-01,Shan (North),Muse,MMR015009,org_9632,org_9632,IGA and small grants,4,0
2022-03-01,Shan (North),Muse,MMR015009,org_9632,org_9632,IGA and small grants,1,0
2022-03-01,Shan (North),Muse,MMR015009,org_9632,org_9632,IGA and small grants,7,0
2022-01-01,Shan (North),Namhkan,MMR015010,org_9632,org_9632,food distribution,4,0
2022-01-01,Shan (North),Namhkan,MMR015010,org_9632,org_9632,food distribution,10,10
2022-01-01,Shan (North),Namhkan,MMR015010,org_9632,org_9632,food distribution,10,0
2022-01-01,Shan (North),Muse,MMR015009,org_9632,org_9632,food distribution,11,11
2022-01-01,Shan (North),Kutkai,MMR015011,org_9632,org_9632,food distribution,24,24
2022-01-01,Shan (North),Kutkai,MMR015011,org_9632,org_9632,food distribution,21,21
2022-01-01,Shan (North),Kutkai,MMR015011,org_9632,org_9632,food distribution,2,2
2022-01-01,Shan (North),Kutkai,MMR015011,org_9632,org_9632,food distribution,5,5
2022-02-01,Shan (North),Kutkai,MMR015011,org_9632,org_9632,food distribution,12,0
2022-02-01,Shan (North),Kutkai,MMR015011,org_9632,org_9632,food distribution,73,73
2022-02-01,Shan (North),Kutkai,MMR015011,org_9632,org_9632,food distribution,26,26
2022-02-01,Shan (North),Kutkai,MMR015011,org_9632,org_9632,food distribution,12,12
2022-02-01,Shan (North),Kutkai,MMR015011,org_9632,org_9632,food distribution,11,11
2022-02-01,Shan (North),Kutkai,MMR015011,org_9632,org_9632,food distribution,15,15
2022-02-01,Shan (North),Kutkai,MMR015011,org_9632,org_9632,food distribution,10,10
2022-02-01,Shan (North),Kutkai,MMR015011,org_9632,org_9632,food distribution,41,41
2022-02-01,Shan (North),Lashio,MMR015001,org_9632,org_9632,food distribution,8,8
2022-02-01,Shan (North),Lashio,MMR015001,org_9632,org_9632,food distribution,11,11
2022-02-01,Shan (North),Lashio,MMR015001,org_9632,org_9632,food distribution,45,45
2022-02-01,Shan (North),Lashio,MMR015001,org_9632,org_9632,food distribution,45,45
2022-02-01,Shan (North),Muse,MMR015009,org_9632,org_9632,food distribution,14,14
2022-02-01,Shan (North),Muse,MMR015009,org_9632,org_9632,food distribution,17,17
2022-02-01,Shan (North),Muse,MMR015009,org_9632,org_9632,food distribution,7,0
2022-02-01,Shan (North),Muse,MMR015009,org_9632,org_9632,food distribution,75,75
2022-02-01,Shan (North),Muse,MMR015009,org_9632,org_9632,food distribution,10,10
2022-02-01,Shan (North),Muse,MMR015009,org_9632,org_9632,food distribution,14,14
2022-02-01,Shan (North),Muse,MMR015009,org_9632,org_9632,food distribution,11,11
2022-02-01,Shan (North),Muse,MMR015009,org_9632,org_9632,food distribution,30,30
2022-02-01,Shan (North),Muse,MMR015009,org_9632,org_9632,food distribution,16,16
2022-02-01,Shan (North),Muse,MMR015009,org_9632,org_9632,food distribution,13,13
